text,target
funny thing digital dash speedo limit press button convert kilometer would read way point stock anemic would get short breath course equivalent hehe bet really coulda confuse thing toyed engine roll stupid thing digit limited get ta agree ya analog clock dash though girlfriend turbocoupe digital clock analog go figure usenet usenet administrator great feature could pull key leave ignition scar hell first time happen kinda grow like musta bad key copy something,rec.motorcycles
,rec.motorcycles
read article chicago tribune state chrysler problem address demand engine lh car anyone post long wait order car long told wait order mine december get nine week later dealer say new order held expect see lh awhile,rec.motorcycles
anyone experience geico extend warranty plan seem slightly less expensive normal policy never buy extend warranty complete total ripoff period well take money put bank use money repair many extend warranty never pay etc many people actually put money bank keep sole use automotive repair maybe people hard time save money want hassle worry pay everything extend warranty worth people worth others peace mind know wo many unexpected expense enough drive lot basic warranty little longer year many people make car payment well large repair may work people,rec.motorcycles
sport car go without sport suspension stiff little practicality comfort nissan turbo good buy good dose luxury lexus perfect manual transmission course however toyota supra come soon like look performance suppose great almost race car like particulary like mitsubishi dodge stealth heavy nimble handler sport car motion picture major brook institute photography foreign student kuala lumpur malaysia,rec.motorcycles
say bought saturn dealer profit dealer profit would pay car save money moreover saturn really reduce dealer profit margin car even well deal say price saturn already market average class car reduce dealer profit would market average attract even people buy saturn would save money force competitor low price survive saturn owner benefit low dealer profit even buyer car pay less save money,rec.motorcycles
whole point say car could go fast go fast family sedan design operable suddenly become operable add plastic aero effect slightly wider tire much large engine sho slightly modify family sedan powerful engine even bother improve brake mustang essentially deal sho big power plant stuck sedan almost modification experience mustang handle like brick except invoke oversteer course something personally avoid highway stop power inadequate even lot accelleration rest car par picked porsche example design speed mind could much cheaper one several mercedes audi model car fairly expensive part make drivable high speed elementary thing keep mind europe since brought autobahn knowledge admittedly believe follow true driver much well discipline europe road comprise autobahn much well design usually include animal fence make far predictable u highway europe autobahn place europe speed limit use u friend lie typically much high strongly suspect wo find lot rabbit owner nearly autobahn could wrong people respect life think sure pay attention posting,rec.motorcycles
area look around alittle get less much less say look go fast really nice car real powerful,rec.motorcycles
case reputable fuel injector cleaning properly injector cleaner solvent hooked fuel system high pressure car actually run solvent cleaning process equipment properly pricey generally something average home mechanic solvent expensive could probably make hose fit system tell many cleaner worth waste money discussion product time time chevron techron techron generally regard best however bit bottle imho substitute proper injector cleaning really crudded decide price well deal spending time buying equipment,rec.motorcycles
pretty much like people buy mazda miata today small fun fool lot people performance many far superior much expensive performnace car,rec.motorcycles
car drain petcock radiator never see heard vandal opening one imagine would even low risk oil plug crawl furthur car open car vandal usually real traditional method thing get dirty like key car dump sand sugar mothball gas tank tping etc,rec.motorcycles
understand caddy work one double battery super high perf engine gauge bit etc lot communication equipment work color selection limited though problem guy penn avenue get pres clinton last time lincoln time caddy knowledge know gm conversion work thing like hot climate chevy caprice sell middle east thing like always third party manufacturer maybe need buy specific package everything perhaps police cruiser package vic start wuz drivin along armored seville sts punk pull nowhere rpg rocket propel grenade bulletproof windshield stop think many people net need bulletproof car check local armored service place know best think average luxury car dealer coronary told take blue caprice option fuzzy dice power everything armor believe article conversion process appear car press within last month,rec.motorcycles
,rec.motorcycles
true enthusiast able give well answer dump impression want year come close end buying fiero instead big mistake life anyway able get nice car also set price range get take nice looker pile shit common total failure car would frame rust engine passenger compartment also look chassis weld together oh yeah price range talk must banger could find one would mucho buck part engine pretty easy come old car even locate crude jc whitney catalog machine pretty simple use spare tire windshild washer instead pump fer chris sake get fix good mechanic would easy since may spend labor mechanical work,rec.motorcycles
think manta european name gt pretty sure kadett sell pontiac lemans think gt early mid manta,rec.motorcycles
federal government mandate passenger car model year return floor mount dimmer switch study national highway traffic safety administration nhtsa found unacceptable percentage dusk collision direct result unskilled driver get left foot stuck steer wheel ron gaskin automotive electronic system delco electronics gm hughes electronics kokomo,rec.motorcycles
hear someone screw car ie set alarm taunt come damn sure colt delta elite also come screw car get shot potential physical danger taunt like possible also intend rob physically harmful thing screw around harm bent mayhem receive cure lead deficiency injection fps tell today violent criminal death may pleasant outcome,rec.motorcycles
fair number brave soul upgraded si clock oscillator share experience poll please send brief message detail experience procedure top speed attain cpu rat speed add card adapter heat sink hour usage per day floppy disk functionality floppy especially request summarize next two day please add network knowledge base clock upgrade answer poll thanks,comp.windows.x
well folk mac plus finally give ghost weekend start life way back sooo market new machine bit sooner intend look pick powerbook maybe bunch question hopefully somebody answer anybody know dirt next round powerbook introduction expect heard suppose make appearence summer heard anymore since access macleak wonder anybody info anybody heard rumor price drop powerbook line like one duo go recently impression display could probably swing get disk rather really feel much well display yea look great store wow really good could solicit opinion people use worth take disk size money hit get active display realize real subjective question played around machine computer store breifly figure opinion somebody actually us machine daily might prove helpful well hellcat perform thanks bunch advance info could email post summary news reading time premium final around corner electrical engineering,comp.windows.x
board year work diskdoubler autodoubler due licensing problem stac technology owner board compression technology write memory lose reference please correct wrong use board problem file icon lose hard say whether board fault something else however decompress troubled file recompress without board icon usually reappears mention licensing problem freeware expansion utility dd expand decompress file unless board instal since stac product seem unlikely hole related board fix sad make reluctant buy stac product since stinky hey competition,comp.windows.x
,comp.windows.x
know specific problem mention message definitely scsi problem venerable jasmine megadrive cartridge drive solution get silverlining none loop involve blind writes work drive fact loop work macintosh software loop whatever mean,comp.windows.x
well use home office bought arounde know data fax feature use voic mail box really like,comp.windows.x
course want check honesty dealler take know wrong ask tell course probably know right way charge service fee,comp.windows.x
wyse terminal emulator comms toolbox kit available net somewhere thanks,comp.windows.x
notice toshiba version internal external portable anyone tell difference portable external version sf bay area find model thanks,comp.windows.x
test suck post real message,comp.windows.x
would depend requirement poster data purpose resolution without calibration curve otherwise possibility would get digital voltameter serial output connect serial port mac collect data communication program buy chip analog device etc connect parallel serial converter use serial port acquisition nah much solder trouble shoot get board national instrument data translation omega etal fine solution possibly costly original poster signal large use voltage divider two resistor cost cheap,comp.windows.x
sure give shot need get simms mean newer powerful mac system answer apple state new mac use simms longer use simms,comp.windows.x
info give rumour truth new macintosh come second quarter cpu excuse mac get cpu get fact straight post something like duo dock cpu dock station port connect various component include portable powerbook cpu guess rumor new duo dock cpu perform function interest compatible current duo model think hearing lot screw apple complaint imagine company obsoleting ooh new verb virtually brand new computer simon dept sociology indiana university internet,comp.windows.x
,comp.windows.x
turn violate quadra warranty install memory insert usual disclaimer remove top lid machine see floppy disk hard drive mount plastic tower follow usual precaution course make sure machine unplug wall monitor power supply cord back mac remove power supply pull plastic interlock tab tower forward simultaneously pull power supply straight tab piece plastic left posterior aspect tower extends downward hook power supply may also feel horseshoe shape piece right portion power supply leave alone plastic tab tower need release look rear tower assembly see flat ribbon scsi connector hard drive power cable flat ribbon cable lead floppy drive disconnect motherboard hard drive power cable connector tab must squeeze release unplug drive activity lead clear plastic mount look posterior cylindrical section plastic tower phillips head screw base remove take care drop case bit gummy glue screwdriver helpful remove tower assembly pull medially plastic tab right side tower tab prevents tower slide posteriorly slide entire tower assembly cm posteriorly lift tower assembly straight case congratulation gain access machine simm slot six big slot vram one usually must install six gain useful video mode simms ram vram instal chip face front motherboard four small socket front ram simms install simms set four socket sure seat simms squarely firmly fully upright position reinstall tower assembly first place right wall tower right wall case tower assembly cm posterior intend position low tower assembly place maintain contact right wall case fully slide tower assembly anteriorly click place reconnect motherboard end cable forget floppy drive cable replace phillips head screw drop power supply straight place click plug hard drive activity light back clear plastic mount,comp.windows.x
hi alternative express modem duo owner want go least baud every place town say back order part reason want laptop mac use remote terminal wherever really would hate wait month get modem settle baud apple put good product gladly take business ataris think situation express modem inexusable business mine order since january apple finally call last week tell second week may meantime stuck without connectability need sure plenty people bite back cite sort reason apple right least justified crabby consumer order modem product expect oh well like limited computer biz remember miata come cabbage patch doll well want toy dept sociology indiana university internet,comp.windows.x
mysstem crash aftwer sleepp use enabler use appletalk filesharing expressmodem lowell,comp.windows.x
consider buying one offload internal video iici get bit color capability monitor deal come vary amount ram max min much need bit bit depth support one card accelerate true modern accelerate video card least general faster bit depth accelerate bit heard application actually run slow card write directly screen something like frequent problem much slow read system first come card incompatible correct finder patch init kept compatible many apps incompatible game important microsloth apps example strong opinion value someone position let know think reasonable price pay thanks lot input,comp.windows.x
quite point considdered fact apple release system ever current time release see shortly afterwards apple longer produce hardware look next see happens go pay apple price get thing cheaper else heck get sun workstation cheaper quadra infact number time come continued develeopment becomming less less profit hardware next step pun intend well sort make money software look microsoft think ca happen sell multiple piece software one hardware platform also say window nightmare programmer temptation sell system couple million user much apple million copy serious money,comp.windows.x
pixel pb display disappear intermittently particular place random anybody suggestion would appreciate thanks,comp.windows.x
play centris almost week must say machine really fast hardware feature annoy get powerkey sophisicated circuit work like charm however still complaint restart machine every time screen image desktop pattern jerk time quantum drive noisy overall highly recommend fast affordable look great,comp.windows.x
try printing data file tiff another application freehand pagemaker found photoshop occasional problem printing file print application,comp.windows.x
problem,comp.windows.x
hello anyone know place get case hold power supply motherboard quadra please let know try mail order place local store group would prefer part get case eye seem much comment currently gut please email post group info,comp.windows.x
believe go go powerpc pentium article one macmags think accelerator slightly slow accel use system design stand reason system design ie quadra would well overall figure along line new powerpc stuff suppose run system level fast quadra system whatever allow time speed powerpc base system wait think lap pentium,comp.windows.x
think find mac se print grayscale image load proper software however mac se display grayscale screen attach video ability rom might able print grayscale hard time see grayscale image want print,comp.windows.x
lighten scan pro hand scanner come software ocr software module photoshop et al scanner tad pricey side scan incredibly accurate level dpi grayscale also dither line art setting grayscale desire great scan software easy use frequently write letter neices spontaneouly include scan image note hope help,comp.windows.x
excuse frequent question checked several faq could really find anything excuse answer varies mac mac would complex answer faq iisi standard meg memory want need add additional memory budget really need meg max best performance wise economical way someone told use simms amount memory meg meg etc want buy meg use rest already manual helpful si us bit wide data bus therefore must use wide simms sorry short cut thanks quite welcome,comp.windows.x
also someone would recommend another try look brainstorm accelerator plus believe best solution performance price spend upgrade computer worth brainstorm accelerator around speed internal clock speed may seem like much also speed scsi transfer think feature unique brainstorm check,comp.windows.x
previous article refer fact could use simms machine could use simms slow machine point could use simms machine use simms anything faster mhz machine bank switch cache consider either example although would help memory access,comp.windows.x
thanks helpful informative comment mac stereo sound bad developer address problem make trusty old mac ii superior quadra replace one way though thanks,comp.windows.x
hmm know information concern cable warranty come order mine logo communication near cleveland inside mac cable correct pin connection lifetime warranty whole package assemble paradyne every piece serial cable telephone cable etc part number except quicklink software package compuserve intro kit anyone interested logo number order mine last wednesday get modem friday though far cleveland pittsburgh side ship ups cod chris,comp.windows.x
anyone know reach micron interested get specific type monitor work micron xceed card either phone number would prefer answer question appreciate reply thanks opinion intend reflect hughes aircraft company,comp.windows.x
test,comp.windows.x
post back somebody mention duo might crash wrong kind refresh ram duo crash sometimes sleep wonder software tell whether right kind ram instal thought problem battery connection thanks advance,comp.windows.x
phony name name clearly visible header sing post account name problem get use account name year people reading newsgroups last generally recognize account name intention change way post apple responsibility tell customer fool around hardware apple service tech get paid personally like design applaud apple come good way make use front space drive bay like lot well design except people need drive array however agree lw pro design apple place make easy service people fool around apple hardware even buy course free want mac get upset apple service rep tell warranty longer valid sound like kind problem instal simms lc back simms readily available standard simms would contact top case make bit difficult close lc close work fine one nice thing generally quite flexible withstand fair amount pressure,comp.windows.x
possible ie via creative cable splice whatever hook syquest removable drive mac difference gut drive cable difference thanks,comp.windows.x
hello get simms least one work know software test simms thoroughly could rely ram test perform computer start instal dead simm lc lc ii would strange music display screen need help thanks advance,comp.windows.x
get dot matrix printer come lisa think wish attach pc manual told sort printer disguise anyone help manual info code send select font italic etc want write printer driver protext thanks advance,comp.windows.x
try right set work phone tech support right guy know desktop rebuild get hold someone else hold hold hold,comp.windows.x
look one color lcd screen place overhead projector control presentation mac recommend particular brand price talk thanks,comp.windows.x
absolutely reason difference dram access time would cause incompatibility would another difference simms problem often use memory different speed problem whatsoever long fast faster minimum requirement fine curiosity actually try see problem told would work never try also curiosity know exactly cupertino dealer talk like find base recommendation,comp.windows.x
appreciate greatly someone could follow know one fine spec esp compare pentium spec estimate cost release date etc interested speed system run window nt risc whatever cost bus info register info technical info hop win yet another battle intel people thanks info give thanks,comp.windows.x
ha talk change clock speed make ask replace plus clock occilater share rest mac new would mac work would work would think problem sound vidio scsi seem like simple solution keepa dead slow mechine live little longer oh would work idears make work thanks,comp.windows.x
recently bought mb ram card original mac portable backlit since bizarre crash happens put machine sleep wake machine sometimes freeze cursor lock machine force push reset switch time give usual bomb box error message co processor instal know one solution put machine sleep anyone idea could cause well yet might fix memory card psuedostatic ram go pd slot probably figure problem manufacturer king memory irvine ca say problem machine idea gene wright,comp.windows.x
change battery thing shortly problem first happen notice inordinate number bus error lately,comp.windows.x
graphic card also say accelerator seem plenty card none see thanks,comp.windows.x
yea thanks lot good information newsgroup prepared lot detail even shipping time get week guess big disappointment lack detail write spec documentation case load spec example setup section say apple monitor go top big one ca could publish maximum load figure hope use partition button hard disk setup utility dare try see happens maybe divide wealth among family member bit securly get information section manual suggest try avenue call apple mention net,comp.windows.x
radius precision color video card mac fit nubus slot card mb vram mean color possible card card support monitor scan rate think use go high switch resolution depth fly software control panel accelerate version card mean quickdraw call execute cpu take video card free mac processor task cheapest could find card call around last night mac place sell shipping year old never problem come software original manual hurry,comp.windows.x
anyone know nanao compatible popular mac video card oppurtunity get brand new one cheap tempt waste time ca drive use standard video card subject everybody reccomendations color monitor heard good thing nec course always reliable old macintosh display experience cyberpunk software,comp.windows.x
week ago post problem meg true ram yet set extension use large amount memory total extension system crash finder come meant large amount font load sound huge disk cache control panel memory control panel apple cache mode bit address extension work others increase memory use method mention well late followup ran system profile get information memory info physical ram size logical ram size size low memory area virtual memory inactive address mode mode use bit system zone absent parity ram capable growable system heap true temporary memory support present tempory memory support real tracked note bit system zone absent could problem turn idea anyone help,comp.windows.x
hm get cd drive since indeed cd bundle usually get nine cd demo application game photo etc compile list post post update version list rsn,comp.windows.x
anyone information upcoming new computer cyclone tempest need info anything would greatly appreciate thanks,comp.windows.x
edit forward moderator please respond originator email also need besides cable work applelink address caere smile pat back please beg know anything caere typist plus graphic hand scanner please read solve problem truely grateful rest life problem caere typist plus graphic hand scanner connect powerbook cable scanner fit scsi port powerbook get cable assemble adapt original cable fit scsi port however turn computer scsi mode treat hard disk ask engineer london assemble new cable idiot sheer laziness take week yet solve problem aware caere u solution know cable solve problem please help know solution forever grateful address zia wrong side road syndrom u zia thank advance,comp.windows.x
anyone use snooper macekg similar diagnostic product would much appreciate thanks advance help cheer,comp.windows.x
thought would mention sony longer manufacture several manufacturing flaw new model like apple new sony trinitrom claim inch sure detail defect work school bookstore tell nearly half return kind defect another,comp.windows.x
iiip supersede one use work quality print execellent beating dpi printer hand australia price comparable hp try get people buy new one,comp.windows.x
hi could kind soul tell price compatible vram simms u nowadays price finland ridiculously high usd think worth trouble try get overseas thanks,comp.windows.x
must try hard opend mine second take look bottom dial turn open much like old adb mouse use bit harder turn first quite simple open well match pin correctly problem close look socket give idea proper orientation chip,comp.windows.x
notice exact phenomenon occurs lciii perhaps quirk new machine,comp.windows.x
far know new mac come one yesterday get ergonomic keyboard order three month day cheer jon tte mac hacker deluxe,comp.windows.x
best knowledge problem quadras blind transfer trouble blind transfer usually mean programmer screw tib test driver device question well design tib poll loop every point delay occur usually occurs first byte block transfer device hiccup middle block happens middle blind transfer possibility lose gain byte depend direction tranfer go anycase scsi manager eventually return phase error end transaction sync actual data loss would occur driver pay attention error come back note effect cause anything actually scsi bus rather transfer loop inside scsi manager problem occurs processor bus error try access scsi chip next byte clocked yet also note bus error dealt bus error handler crash machine,comp.windows.x
,comp.windows.x
article crossposted author post apr gmt article crossposted author post apr gmt need device either isa board subsystem take two rgb video signal combine accord template template simple rectangular window signal one use interior signal two exterior beleive fancier harware may also exist want exclude search know sort hardware exists ntsc etc need rgb please email post lead,comp.windows.x
anyone know exactly digital eclipse upgrade someone suggest chip may able perform true desi deal,comp.windows.x
would like know performa plus monitor compatible apple color display vga moniro help appreciate,comp.windows.x
accelaratores make lot difference understand graphic cpu accelaration graphic accelarator help scanner photo shop combination practical mac iici kind accelaratores use,comp.windows.x
could please post net please sure many others would like know thanks,comp.windows.x
complete successful upgrade si mhz wait delivery mhz clock final speed trial definitely need heatsink cpu quite hot touch high speed glue cent radio shack sink make call report failure last week report arrive locally seattle report cpu damage due user slip iron put gash board exactly problem due cpu run fast think would nice poll report top speed system configuration include pd nubus card use happy coordinate report result,comp.windows.x
need get apple tape backup unit work sys access device anyone know fidn tool access device appreciate curtis,comp.windows.x
,comp.windows.x
chance buy use appletalk card create network home machine however guy card tell ca remember back card rather expect sound like thicknet ethernet card transciever like quadras would reasonable price expect pay one card keep mind architecture mean take best guess double email reply would appreciate rrr thanks,comp.windows.x
hi bought ago cache card fpu techworks think cheapest ever saw,comp.windows.x
would like info anybody exabyte tapedrive never work quadra try since september replace cable inits know industry expert phone tapedrive dealer apple dealer software dealer say fault know last thing say need special quadra scsi terminator anybody know thanks use pli sony mo drive sharp color scanner use standard scsi cable standard terminator problem use iifx might another story make sure one terminator cable must end box internal terminator switch others socketted count box internal termination put end terminate cable disabled ie switch pull socket box internal termination termination one box disabled etc sure cover expert experience scsi box connect mac indicates must software package mac pli mo drive sharp scanner one good luck,comp.windows.x
apple come demo iowa state get chance run new mac machine run rgb know cache set neither machine fpu appear quite bit faster lc iii lciii cpu graf disk math rating comparison definitely noticable speed difference two machine accord,comp.windows.x
hi lciii recently heard interest rumor heard lciii built slot powerpc chip true heard slot pd slot true,comp.windows.x
apply engineering make nubus card call quadralink board contains serial port believe use simultaneously user one instal couple people work technician hope help,comp.windows.x
complete best obtain dealer recent copy macworld macuser foggy memory suggests relevant comparison factor iici follow mhz mhz data path recall sure slow style machine sure ethertalk card audio mb ram motherboard simm slot nubus slot flexible video ci us vram comparison iici accelerator wo give audio ethernet video option accelerator cpu performance comparable think end cost,comp.windows.x
course possible get centris need correctly wire video cable gary,comp.windows.x
would problem hook toshiba external drive ron,comp.windows.x
excuse frequent question checked several faq could really find anything iisi standard meg memory want need add additional memory budget really need meg max best performance wise economical way someone told use simms amount memory meg meg etc want buy meg use rest already manual helpful thanks,comp.windows.x
well saw post asumed everyone talk new display mine kinda like would degauss old since new one lack button assume anyone know appreciate info worry,comp.windows.x
think must talk syquest code name mesa believe winchester technology drive pretty much like syquest drive term work accord late macleak drive access time sustain throughput figure memory could slightly give idea performance nonetheless drive originally release pc recently release mac world ask difference currently limited supply accord syquest process ramp mass production already see advertised number manufacturer macleak include pli massmicro clubmac macwarehouse poweruser pli massmicro unit price around lesser name brand go around external drive cartridge hold mb sell price drive cartridge cheaper well perform drive cost per megabyte compare favorably cartridge drive bernoulli drive large amount data optical still cheaper reliable personally excite new drive look forward get hand one wand,comp.windows.x
reader found cache upgrade option mac iisi include follow ae quicksilver daystar fastcache iisi daystar combocache iisi logicache iisi cache interested hearing opinion option alternative upgrade cpu accelerator logicache mhz idea comparisions,comp.windows.x
instal tape backup lot issue answer question probably want scsi id short jumper put convenient number like could cut hole back machine route id switch go hassle probably wo need frequently change id internal drive yeah first instal tape drive little concerned problem device design fit fine overhang reach back beyond simms though part mount device local apple dealer relevant part blank bezel faceplate carrier generic device mount bracket note apple unfortunate choice name bracket mount device service tech talk say oh sure stock course think cd caddy hold cd disk stick drive far tell apple sell bezel faceplate already cut standard device advertise machine able accept standard device bay provide faceplate sell cutout drive course use go hack extra bezel order make cutout tape drive standard device good luck syquest,comp.windows.x
must type left hand personally would real problem keyboard open like tend share key hand particularly something else one hand like use cursor key mouse glass jolt,comp.windows.x
need add two vram simms vram simms work quadra centris machine already vram solder logic board add two simms give total mb,comp.windows.x
model one two laser printer apple introduce think get one use home experience printer postscript bought one happy,comp.windows.x
may part number drive see part number bezel kit new front panel slot insert cd document get announcement apple office state drive kit bezel kit separate item bezel kit srp fro external unit may well deal,comp.windows.x
new mhz motorola willing sell get good enough offer still static free seal package get good enough offer use replace taker supposedly get one however moment demand high supply think good round number pay shipping course,comp.windows.x
interestingly enough cdrom come quadra disk system install kodak photo cd sampler alice ocean cdrom title application demo mozart dissonant quartet nautilus apple chronicle anyone else notice get less everyone seem get external really feel miss suppose fantastic game demo disk heard people gotten disk drive assume get title plus cinderella game demo cdrom comment experience call apple complain,comp.windows.x
se replace fan se silencer available believe macwarehouse macconnection come instruction installation require solder work like charm think manufacturer mobius,comp.windows.x
anyone problem duo dock eject duo properly first get duo would come dock couple inch eject pull rest way nowadays system month duo come despite fact mechanism make appropriate noise grab hold pull simple fix return apple dealer languish week make colour display vram floppy scsi etc btw duo lock dock want slide,comp.windows.x
,comp.windows.x
try maxapplezoom shareware init monitor driven internal video,comp.windows.x
hear performa really lciii internal modem modem part obtain instal lciii would nice actually powerbook internal modem might much hope,comp.windows.x
consider add floptical drive current system would like know floptical drive recommend quality performance preference would floptical drive capable handle floppy handle floppy necessity far know bit iomega floptical infinity floptical drive either floptical drive worth look purchase mail order place etc thanks advance please send reply directly umsoroko,comp.windows.x
think kind comparison pretty useless general processor good good computer design around adn computer use design purpose compare processor speed pretty dumb increase clock speed increase speed among thing mean say faster without give operational condition say run program us lot transidental function know transidental function building fpu say still faster anyway hope people decide upon wether computer good solely processor fast processor base name one alway certain thing processor speed restrict arguements example pure processor architectural issue one processor work well another base design get somewhere discussion,comp.windows.x
actually transoft meant,comp.windows.x
whatever equipment work mac plus mac se work fine mac portable sound input equipment work fine model mention,comp.windows.x
discussion couple week ago use different cable achieve different resolution quadra centris series company sell cable mention someone please company name address etc info may relevant like everything else life right lane end half mile,comp.windows.x
go like memory serf posting read newsgroup elsewhere indicate repeat internal modem duo besides express modem speed something modem use main cpu task apple release detail architecture something vague detail gist go internal duo modem wrong somebody please correct sorry bearer bad news,comp.windows.x
friend mine problem run spigot lc lc iii configuration spigot lc lc iii system video spigot extension would appriciate get experience setup thanks,comp.windows.x
internal hd lc disappear day last week like hear reasonable theory folk suggest happen lc ram internal drive run system scsi device far know properly terminate chain shut system day town sometimes thunderstorm time year upon restart get blinking question mark boot floppy saw external hd seem okay sign internal instal system folder external indeed able boot try thing like disk first aid silverlining inquire internal drive either could find get error try talk claimed connor drive quantum well back thing able work point notice internal reappear disk first aid say well etc thing seem fine happen warn something internal hd something else die definitely nervous signal internal hd sick true put drive inside lc folk claimed limitation lc size power others include phone say anything fit okay,comp.windows.x
need driver ver work download iomega bb,comp.windows.x
actually accelerator daystar mhz cheaper upgrade mhz accelerator cost whereas upgrade cost quote dealer however upgrade give fast built video support monitor bit depth bit depth additional vram also scsi port capable much faster throughput ci make big difference fast hard drive improve video scsi feature important well get upgrade otherwise save money get accelerator,comp.windows.x
hi wonder anyone know recommend good nubus display card drive multisync nec nec horizontal refresh khz khz vertical hz hz max interlaced though look something like noninterlaced would nice find card programmed quite freely within limit capable display least preferably anything market come even close thanks,comp.windows.x
maciifx know wire scsi chain bought drive need find hardcore scsi question iifx scsi chain want see active passive termination iifx scsi spec want enable initiation sdtr message iifx scsi spec want far parity check good question faq someone time answer question know look please let know repost answer everyone see thanks,comp.windows.x
problem pin adb connector close happen bend cable little insert short adb port take apple repair centre mean new motherboard though component replace physically possible go serial port localtalk well cheer jon tte mac hacker deluxe,comp.windows.x
huh buy optical might lose friend smell bad serious note heard tale syquest failure curious comment cartridge wear bernoulli someone elaborate general consensus opticals reliable mostly concerned medium failure oppose drive mechanism failure,comp.windows.x
okay use much would like keep work correctly least long apple continue make system software run slowly problem screen tilt far back vertical line appear screen every pixel seem affected somewhat opening window pull menu look person like loose connection screen rest computer open suggestion involve buying new computer take one shop would also like buy one book like sure feel strongly enough computer buy service manual related note monitor connector connect,comp.windows.x
remember someone mention syquest anyone else heard anything interested cost per megabyte approximate cost drive compare bernoulli,comp.windows.x
patch rom late version see problem,comp.windows.x
number kind benchmark want let start number pentium powerpc note alpha comparison system double performance quite significant maybe increase performance besides wait state performance need cache anyway mean us processor run speed simms note memory speed corresponds clock speed mhz number rvenkate,comp.windows.x
macweek article describe duo ram situation permission hope ok brings duo random access memory board apple macintosh powerbook duo macweek feb copyright coastal associate publishing austin texas card powerbook duo depart apple spec way could cause crash data loss problem technology work ram network vendor base last week issue warn three problem say found duo ram product compete vendor decline identify vendor apple spokeswoman confirm problem exist duo require kind dynamic ram call selfrefreshing recharge system sleep technology work say vendor sell duo card nonselfrefreshing dram cause system lose data fail wake sleep lead memory manufacturer include letter part number stamp chip chip instead accord techworks chip label however may tell whole story newer technology wichita say us chip add circuitry keep refresh duo sleep speed vendor put dram duo card rather type require technology work say however chip label certify manufacturer run high speed kingston technology fountain valley say offer duo ram card chip duo compatible slow chip space technology work charge apple official confirm card large fit properly force corner duo keyboard prevent system start normally duo dock,comp.windows.x
thought nec toshiba mechanism average access time less drive access time doublespin model,comp.windows.x
stuff delete stuff delete would cheaper buy little fourteen inch colour tv curious,comp.windows.x
miss anything right model ship usa without fpu ethernet per ejeklint also right repeat centris sell new zealand assume europe fpu ethernet,comp.windows.x
screw torx screw tool hard find matter find one long enough shaft trick good idea take fan cause stuff heat internal hard drive motherboard name cause damage know people hard drive failure fan work right,comp.windows.x
many nubus slot apply engineering something call quadralink card serial port get comms toolbox addition one also come software fooling application open ae port think open port also expensive card dma well performance someone else card handle port simultaneously say nubus green learn use comms resource manager get various instal card cheer,comp.windows.x
terminate possible connect another internal hard disk macintosh find space put iisi come quantum meg drive ran space problem slap another meg quantum sit shelf first concerned space since drive quantum quarter height drive finally decide logical place stack one upon fine fit snugly problem heat yet drive run together two month next problem connect drive spare internal hard disk power cable half trouble splice extra cable get one square motherboard connector two hard disk power connector spare cable buy wire connector found good electronics store would suggest properly connection reduce possibility short bad connection next need ribbon cable connection spare hard disk ribbon cable want careful case word purchase crimp pin cable connector give another male connector middle spare cable part cost easily attach good wood vice theory behind use crimp connector work original cable damage go back original setup could bother check dev note power consumption plug work like charm day mac ii everything work careful id drive ensure terminate resistor drive intact try without terminate resistor seem logical splitting scsi chain signal terminate end let know question,comp.windows.x
professor mine say difference computer engineer computer scientist meaning engineer make c seriously though main difference c people write program people use database graphic word processor engineer writes machine control system computer car flight control system computer control device etc word c writes software cse writes firmware generalization part difference,comp.windows.x
far see picture new ergonomic keyboard seem place left part split however learn type school year ago taught write right hand difference danish american type thanks lot advance,comp.windows.x
mac iisi consider upgrade card hard drive etc tell power limitation pd slot hard drive power feed secondly tell separate limit instead single limit combine,comp.windows.x
quick query powerbook guru post alternative powerbook battery option mention exist version powerbook battery amp hour one amp hour one amp hour one anyone know determine battery look battery obvious exterior indication contact glean information macuser know either anyone know answer thanks nextug,comp.windows.x
since obviously adept enough understand trackball work thing short repair think thorough cleaning part check proper placement little blue roller since fix position stainless steel pin might try slide slightly different position powerbook slide almost completely contact trackball fact one note sumex fix trackball advocate slide roller contact ball center cylindrical area seem improve feel need adjust time time popped open one office much latitude movement one could still adjust roller slightly might help would suspect likely culprit slippery blue roller take clean mild soapy solution isopropyl alcohol also sure ball drop ball minus retain ring roll ball see actually cause axle spin still solve maybe new one order could electrical connection case replacement would necessary experience mouse trackball dirt normal problem electrical malfunction hope help,comp.windows.x
op work macintosh software loop whatever mean doubt problem get rid venerable bernoulli last year enough cartridge purchase make whole thing worth whole computer tech support guy ocean microsystems suggest driver might fix problem case cartridge would hat megadrives work perfectly mac plus powerbook reason assume problem something quadra even quadra mostly work ok problem occur eject cartridge drive would start pop dialog box say cartridge must format jasmine driveware even though cartridge drive mark format confirm apple computer sweden work apple dealer service tech problem quadras want format diskette syquest ther nothing drive problem fix email mac exchange bb pl lindome sweden bb line fax disclaimer mac exchange bb held responsible content message,comp.windows.x
try library since go wpi go ak look first floor professor post ieee believe spec sheet around page long sure library info request matter find hope help,comp.windows.x
